name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost_for_two,listed_in(type),listed_in(city),price_category
Nando's,yes,no,4.3,1210,080 48538989,Indiranagar,Casual Dining,"Peri Peri Chicken, Peri Peri Fries, Peri Peri Drizzle, Burgers, Chicken Breast Burger, Potato Wedges, Murgh Platter","Portuguese, African",1200,Dine-out,Indiranagar,Premium
The Yogisthaan Cafe,yes,no,4.2,1204,"+91 8040914888
+91 7411400888",Indiranagar,Cafe,"Salads, Sandwich, Pasta, Tea, Hot Chocolate, Paella, Banana Smoothie","Cafe, Healthy Food, Salad, Beverages",600,Dine-out,Indiranagar,Mid
Thai Chy,yes,yes,4.3,367,080 45128670,Indiranagar,Casual Dining,"Noodles, Watermelon Mint Mojito, Rendang Curry, Chicken Dim Sum, Laksa, Dimsum Platter, Spinach Corn Cheese","Thai, Asian, Indonesian",1200,Dine-out,Indiranagar,Premium
Southindies,no,yes,4.1,1224,"080 41636363
080 41636362",Indiranagar,Casual Dining,"Pongal, Appam, Elaneer Payasam, Gulab Jamun, Rava Idli, Veg Buffet, Lunch Buffet","South Indian, Chettinad, Kerala, Sri Lankan",800,Dine-out,Indiranagar,Premium
Meghana Foods,yes,yes,4.2,1745,080 49652122,Indiranagar,Casual Dining,"Chicken Boneless Biryani, Paneer Biryani, Andhra Style Biryani, Tandoori Chicken, Prawn Biryani, Raita, Hyderabadi Biryani","Biryani, Chinese, North Indian, Seafood",750,Dine-out,Indiranagar,Premium
Barebones - The Balcony Bar,no,yes,4.2,2445,080 49652591,Indiranagar,"Bar, Casual Dining","Chips, Lamb, Cocktails, Wedges, Roast Chicken, Pizza, Margarita","Chinese, Continental, Finger Food, Italian",1500,Dine-out,Indiranagar,Premium
Esplanade,no,no,4.3,1563,080 40927878,Indiranagar,Casual Dining,"Fish, Daab Chingri, Luchi, Chicken Rezala, Plain Rice, Kosha Mangsho, Mochar Ghonto",Bengali,1000,Dine-out,Indiranagar,Premium
Oye Amritsar,yes,yes,3.9,1437,"+91 9036098911
080 41232111",Indiranagar,Casual Dining,"Paneer Makhani, Chaat, Jalebi, Hara Bhara Kabab, Makke Ki Roti, Punjabi Lassi, Rabri",North Indian,1000,Dine-out,Indiranagar,Premium
Cafe Max,no,no,4.2,1654,080 41200469,Indiranagar,"Cafe, Casual Dining","Pasta, Wine, Mocktails, Coffee, Virgin Mojito, Salads, Sangria","Cafe, Continental, Italian, German, French, Spanish",1300,Dine-out,Indiranagar,Premium
BabaYaga's,yes,yes,4.1,201,080 49652754,Indiranagar,"Bar, Casual Dining","Cocktails, Masala Fries, Chicken Wings, Beer, Onion Rings, Pizza, Nachos","American, Finger Food",1500,Dine-out,Indiranagar,Premium
NH8,yes,yes,4.1,2075,"080 42076575
+91 9620771098",Indiranagar,Casual Dining,"Rajasthani Thali, Panneer Butter Masala, Shrikhand, Papdi Chaat, Rasgulla, Jal-jeera, Lunch Thali",Rajasthani,800,Dine-out,Indiranagar,Premium
Taiki,yes,yes,4.0,0,080 49653124,Indiranagar,Casual Dining,"Sushi, Bibimbap, Katsu Curry, Noodles, Chicken Gyoza","Asian, Japanese, Korean, Thai, Sushi",1000,Dine-out,Indiranagar,Premium
Chinita Real Mexican Food,no,no,4.4,2658,080 45128735,Indiranagar,Casual Dining,"Nachos, Churros, Burrito Bowl, Tacos, Enchiladas, Quesedillas, Salads",Mexican,1200,Dine-out,Indiranagar,Premium
Maravanthe,yes,yes,4.4,654,080 49653410,Indiranagar,Casual Dining,"Neer Dosa, Sea Food, Fish, Murgh Ghee Roast, Anjal Masala Fry, Prawn Ghee Roast, Mutton Biryani","Seafood, Mangalorean",1000,Dine-out,Indiranagar,Premium
Monet's Bistro,no,no,4.5,198,"+91 8043727414
+91 9916549495",Indiranagar,Cafe,"Burgers, Macaroon, Eclair, Coffee, Sandwich, Fries, Hot Chocolate","Cafe, Beverages",600,Dine-out,Indiranagar,Mid
Peacock,yes,yes,3.9,847,080 49653000,Indiranagar,Casual Dining,"Mutton Roganjosh, Mango Mousse, Sev Puri, Kadai Paneer, Butter Chicken, Mocktails, Chicken Biryani","North Indian, BBQ, Mughlai",1200,Dine-out,Indiranagar,Premium
Nandhana Palace,no,yes,4.2,902,080 49652742,Indiranagar,"Casual Dining, Bar","Andhra Meal, Mutton Soup, Vegetable Biryani, Non Veg Thali, Chicken Boneless Biryani, Mutton Biryani, Chilli Chicken","Andhra, Biryani, North Indian, Chinese",800,Dine-out,Indiranagar,Premium
Brik Oven,no,no,4.0,0,080 42042111,Indiranagar,Cafe,"Garlic Bread, Big Bang Shake, Smokey Marzano Pizza","Cafe, Pizza, Beverages",1100,Dine-out,Indiranagar,Premium
Chai Days,yes,no,4.4,105,080 49652841,Indiranagar,Cafe,"Ginger Tea, Samosa, Masala Chai, Saffron Chai, Banana Walnut Cake","Cafe, Tea, Beverages, Fast Food",200,Dine-out,Indiranagar,Low
Pulimunchi,yes,yes,4.3,686,"080 41233940
00 09686013675",Indiranagar,Casual Dining,"Murgh Ghee Roast, Neer Dosa, Sea Food, Tender Coconut Souffle, Crab Ghee Roast, Fish, Prawn Ghee Roast","Mangalorean, Seafood",1000,Dine-out,Indiranagar,Premium
Plan B,no,no,4.2,1651,+91 8041609100,Indiranagar,"Casual Dining, Pub","Burgers, Chicken Wings, Beer, Cocktails, Peri Peri Chicken Steak, Peri Peri Wings, Peri Fries","American, Continental, BBQ, Steak",1200,Dine-out,Indiranagar,Premium
Empire Restaurant,yes,no,4.2,8185,080 45128757,Indiranagar,Casual Dining,"Dum Biryani, Fiery Chicken, Butter Chicken, Pepper Chicken, Paneer Tikka Masala, Chicken Grill, Corn Paratha","North Indian, Mughlai, South Indian, Chinese",750,Dine-out,Indiranagar,Premium
China Bistro & Lounge,yes,yes,4.4,83,080 33512998,Indiranagar,Casual Dining,"Cocktails, Sushi, Lobster Dumplings, Cheesecake","Asian, Chinese, Thai, Korean",1600,Dine-out,Indiranagar,Premium
Jonah's,yes,yes,4.1,1827,"+91 7349671712
+91 7349671711",Indiranagar,"Casual Dining, Bar","Pizza, Cocktails, Pasta, Mushroom Soup, Panna Cotta, Mocktails, Sandwich","Italian, Seafood, American, Continental",1100,Dine-out,Indiranagar,Premium
Cafe Terra,yes,no,4.2,391,080 41631800,Indiranagar,Cafe,"English Breakfast, Waffles, Chicken Lasagne, Pasta, Watermelon Juice, Momos, Thukpa","Cafe, Continental, Fast Food",500,Dine-out,Indiranagar,Mid
Kobe Sizzlers,yes,yes,4.1,1473,+91 8050001660,Indiranagar,Casual Dining,"Sizzler Brownie, Ice Tea, Paneer Steak, Sangria, Momos, Pizza, Tomato Soup","American, Continental, Fast Food, Steak",1500,Dine-out,Indiranagar,Premium
Haute,no,yes,4.2,69,080 45128803,Indiranagar,Casual Dining,"Wine, Potato Salad, Bibimbap, Risotto, Lamb","Continental, European, Asian, Seafood, Spanish",1200,Dine-out,Indiranagar,Premium
Aaha Andhra,no,no,4.2,807,"080 48542558
+91 9632723360",Indiranagar,Casual Dining,"Faluda, Chicken Curry, Keema Biryani, Vegetable Biryani, Chicken Dosa, Guntur Chicken Biryani, Thali","Andhra, Biryani, North Indian",900,Dine-out,Indiranagar,Premium
Swing,no,yes,3.8,201,080 49653450,Indiranagar,"Casual Dining, Bar","Chicken Wings, Murgh Ghee Roast, Paneer Tikka","North Indian, Chinese, Mangalorean",1000,Dine-out,Indiranagar,Premium
Sanchez Taqueria & Cantina,no,no,4.1,57,"080 24400081
080 42200081",Indiranagar,Casual Dining,"Churros, Salad, Nachos, Burrito","Mexican, Tex-Mex",800,Dine-out,Indiranagar,Premium
Forage,no,yes,4.1,210,"080 48525250
+91 8884002112",Indiranagar,Casual Dining,"Panna Cotta, Pasta, Steak, Fish, Lamb Chops, Chocolate Tart, Chocolate Mousse","Healthy Food, Beverages, European, Salad",1500,Dine-out,Indiranagar,Premium
Aagaman Veg,yes,no,4.0,556,"080 40956662
080 40926663",Indiranagar,Casual Dining,"Jalebi, Lunch Buffet, Dal Kichadi, Panneer Butter Masala, Crispy Corn, Dal Makhani, Gulab Jamun","North Indian, Chinese, South Indian",900,Dine-out,Indiranagar,Premium
Wall Street 657,no,no,4.1,1858,"+91 9900927657
00 919742659299",Indiranagar,Bar,"Beer, Cocktails, Brownie, Chicken Satay, Chicken Wings, Pizza, Chilli Paneer","Finger Food, Continental",1200,Dine-out,Indiranagar,Premium
Byblos,yes,yes,4.2,1345,"080 25200411
080 41605027",Indiranagar,Casual Dining,"Pita Bread, Shawarma, Falafel, Baklava, Chicken Kebab, Rice Pudding, Fattoush","Lebanese, Arabian, Middle Eastern, Salad, Beverages",1700,Dine-out,Indiranagar,Premium
Anjappar,no,no,3.8,768,080 41222790,Indiranagar,Casual Dining,"Biryani, Mutton Bone Soup, Crab Toast, Uttapam, Fish, Sea Food, Chicken Chettinad","Chettinad, South Indian",650,Dine-out,Indiranagar,Mid
Xtreme Sports Bar,no,yes,3.6,1111,"+91 9663312706
+91 8668873469",Indiranagar,Lounge,"Mojito, Beer, Cocktails, Chicken Wings, Pasta, Nachos, Potato Wedges","Continental, Chinese, North Indian",1400,Dine-out,Indiranagar,Premium
Bean Flickers,yes,no,4.3,391,"080 41209097
+91 9886367831",Indiranagar,Cafe,"Burgers, Coffee, Mutton Burger, Sandwiches, Hot Chocolate, Fries, Sandwich","Cafe, American, Fast Food, Coffee, Continental",700,Dine-out,Indiranagar,Mid
Agent Jack's Bar,no,yes,4.0,592,080 49653212,Indiranagar,Bar,"Margarita, Masala Peanuts, Cocktails, Momos, Pizza, Chilli Chicken, Beer","Continental, North Indian, Italian",1300,Dine-out,Indiranagar,Premium
Hangover,yes,yes,4.0,1413,080 49653251,Indiranagar,"Bar, Casual Dining","Cocktails, Blueberry Cheesecake, Margarita, Long Island Iced Tea, Sangria, Bbq Pizza, Beer","Thai, Chinese, North Indian, Continental, Steak",1500,Dine-out,Indiranagar,Premium
Pecos Stones,no,yes,4.2,1089,"+91 8971664068
+91 9986524411",Indiranagar,"Pub, Casual Dining","Chicken Curry, Chicken Dosa, Sea Food, Masala Peanuts, Chicken Tacos, Draught Beer, Lime Soda",Finger Food,1100,Dine-out,Indiranagar,Premium
Imli,yes,no,3.8,1837,080 45128802,Indiranagar,Casual Dining,"Potato Fries, Imli, Missi Rotis, Jalebi, Chaat, Shikanji, Ginger Tea","North Indian, Street Food",900,Dine-out,Indiranagar,Premium
Third Wave Coffee Roasters,no,no,4.2,311,"+91 7337686222
+91 9903006952",Indiranagar,Cafe,"Wedges, Chicken Sandwich, Sandwiches, Cappuccino, Gourmet Coffee, Cheesecake, Fries","Cafe, Continental, Desserts",800,Dine-out,Indiranagar,Premium
The Punjabi Rasoi,no,yes,4.1,2008,"080 41285353
+91 9880998057",Indiranagar,Casual Dining,"Lassi, Bhindi Masala, Chicken Butter Masala, Dal Makhani, Achari Paneer, Chicken Bharta, Malai Kofta",North Indian,800,Dine-out,Indiranagar,Premium
Dhyaana,yes,no,4.4,154,+91 9900029648,Indiranagar,Cafe,"Paneer Roll, Momos, Thali, Chai, Corn Bhel, Momo Platter, Corn Momo","Cafe, Healthy Food, Momos",600,Dine-out,Indiranagar,Mid
The Ants Cafe & Store,yes,yes,3.9,1380,"+91 7204701157
080 41715639",Indiranagar,Cafe,"English Breakfast, Coffee, Watermelon Feta Salad, Waffles, Salads, Pasta, Hazelnut Cappuccino","Cafe, Italian",900,Dine-out,Indiranagar,Premium
Infinitea Tea Room & Tea Store,yes,yes,4.3,766,"+91 9740195375
080 41514100",Indiranagar,"Casual Dining, Cafe","Coffee, Momos, Sandwich, Tiramisu, Nachos, Kiwi Ice Tea, Masala Tea","Continental, Cafe, Desserts, Salad, Momos",1000,Dine-out,Indiranagar,Premium
The Restaurant - Coorg,no,yes,4.3,504,"+91 9448200122
+91 9008100544",Indiranagar,Casual Dining,"Pandi Curry, Caramel Custard, Coconut Souffle, Chicken Curry, Akki Rottis, Pork Curry, Set Menu",South Indian,1100,Dine-out,Indiranagar,Premium
Soo Ra Sang,no,no,4.1,290,"+91 8095183033
080 41303435",Indiranagar,Casual Dining,"Cheesecake, Beef Bulgogi, Kimchi, Bibimbap, Clear Soup, Cinnamon Tea, Sushi",Korean,1500,Dine-out,Indiranagar,Premium
Bangalore Mandarin,yes,no,4.2,970,"080 41161732
080 25251772",Indiranagar,Casual Dining,"Lime Soda, Crispy Chicken, Kung Pao Chicken, Hakka Noodles, Veg Manchow Soup, Clear Soup, Singapore Noodles","Chinese, Seafood",1100,Dine-out,Indiranagar,Premium
Elongo's,no,no,3.9,48,080 43760158,Indiranagar,Bar,"Beer, Wings","Finger Food, South Indian, Continental",900,Dine-out,Indiranagar,Premium
The Kebab Room - Restaurant & Brewery,no,yes,4.0,773,080 49653060,Indiranagar,"Casual Dining, Microbrewery","Biryani, Beer, Phirni, Paneer Tikka, Raita, Dahi Ke Kebab, Fish","Mughlai, North Indian",1000,Dine-out,Indiranagar,Premium
Suryawanshi,yes,no,4.2,444,+91 9036528709,Indiranagar,Casual Dining,"Thali, Misal Pav, Pandhra Rassa, Roti, Chicken Kolhapuri, Tamda Rassa, Kadhi","Seafood, Maharashtrian",700,Dine-out,Indiranagar,Mid
Waffle Magic,no,no,4.2,583,080 45128813,Indiranagar,Cafe,"Wedges, Chicken Waffles, Sandwiches, Blueberry Waffles, Blueberry Pancakes, Fruit Pancake, Belgian Waffles","Cafe, Desserts",700,Dine-out,Indiranagar,Mid
Wanley,no,no,4.0,514,"080 25253463
+91 9591373167",Indiranagar,Casual Dining,"Noodles, Manchow Soup, Dragon Chicken, Sweet Corn Soup, Roast Pork Chilli, Chop Suey, Roasted Pork",Chinese,500,Dine-out,Indiranagar,Mid
Matteo Coffea,no,no,4.2,858,080 25211612,Indiranagar,Cafe,"Coffee, Salad, Club Sandwiches, Pasta, Sandwich, Burgers, Cappuccino",Cafe,600,Dine-out,Indiranagar,Mid
Sherlock's Pub,no,yes,3.9,644,"+91 8884445645
+91 8884445646",Indiranagar,"Pub, Casual Dining","Beer, Nachos, Cocktails, Salsa, Noodles, Pasta, Jalapeno Cheeseballs","Continental, North Indian, Chinese",1500,Dine-out,Indiranagar,Premium
Imperial Restaurant,yes,no,3.9,238,"080 69994888
080 25254888",Indiranagar,Casual Dining,"Ghee Rice, Chicken Grill, Butter Chicken, Chicken Tikka Masala, Chicken Curry, Roti, Chicken Kebab","North Indian, Chinese, Biryani, Kebab, Juices",800,Dine-out,Indiranagar,Premium
Cafe Braqa,yes,yes,4.0,144,+91 7204874361,Indiranagar,Cafe,"Ginger Tea, Cup Cake, Sandwich, Pasta, Cappuccino, Pizza, Cheese Sticks","Cafe, Italian, Continental, Beverages",700,Dine-out,Indiranagar,Mid
Baba Da Dhaba,no,yes,4.0,364,"+91 8880816666
+91 8880805555",Indiranagar,Casual Dining,"Dal Makhani, Chocolate Cake, Kulcha, Phirni, Hara Bhara Kabab, Paneer Lababdar, Kheer",North Indian,650,Dine-out,Indiranagar,Mid
Smally's Resto Cafe,yes,no,4.0,401,"080 48149349
+91 9632015858",Indiranagar,Cafe,"Burgers, Peri Peri Chicken Steak, Pasta, Pizza, Meat Balls, Hot Chocolate, Beef Burger","Cafe, Italian, Burger, American, Steak",650,Dine-out,Indiranagar,Mid
Tea Brew,yes,no,4.1,1145,"080 41715878
+91 9538612243",Indiranagar,"Cafe, Casual Dining","Momos, Wedges, Chai, Veg Club Sandwich, Masala Tea, Pasta, Waffles","Cafe, Continental, Momos, Italian, North Indian",500,Dine-out,Indiranagar,Mid
Shaap,yes,no,4.0,237,080 49598061,Indiranagar,Casual Dining,"Buttermilk, Fish Curry, Biryani, Beef Fry, Pazham Pori, Chicken Malabari, Tea","Kerala, Seafood",500,Dine-out,Indiranagar,Mid
Bathinda Dine,yes,no,4.1,730,"+91 8048515558
+91 8296600145",Indiranagar,Casual Dining,"Lassi, Jeera Rice, Hariyali Kebab, Dal Fry, Chicken Lollipop, Chicken Rara, Dahi Ke Sholey",North Indian,950,Dine-out,Indiranagar,Premium
Bottle & Glass,no,yes,4.0,973,"+91 7338386888
+91 9742888888",Indiranagar,"Bar, Casual Dining","Bbq Chicken Pizza, Cocktails, Sangria, Beer, Chicken Nachos, Mai Thai, Burgers","Continental, Chinese, Italian",1400,Dine-out,Indiranagar,Premium
Asaivam Restaurant,yes,no,4.0,69,080 43721036,Indiranagar,Casual Dining,Decor,"Chettinad, South Indian",750,Dine-out,Indiranagar,Premium
Seafood Place,yes,no,4.1,293,"080 25252494
+91 9847398448",Indiranagar,Casual Dining,"Sea Food, Masala Prawn, Crabmeat Soup, Crab Ghee Roast, Anjal Masala Fry, Prawn Curry, Tandoori Pomfret","Chinese, North Indian, Kerala, Mangalorean, Seafood",800,Dine-out,Indiranagar,Premium
Vietnamese Kitchen,yes,yes,4.1,522,"080 41566008
080 41566009",Indiranagar,Casual Dining,"Pho, Pad Thai, Jasmine Tea, Spring Roll, Chocolate Shake, Thai Green Curry, Momos","Chinese, Vietnamese, Momos, Thai",800,Dine-out,Indiranagar,Premium
A2B - Adyar Ananda Bhavan,yes,no,3.0,564,"18001036363
080 41155099",Indiranagar,Casual Dining,"Pav Bhaji, Filter Coffee, Onion Dosa, Rava Dosa, Mysore Pak, Vada, Filter Kaapi","South Indian, North Indian, Chinese, Street Food",400,Dine-out,Indiranagar,Mid
Copper Chimney,yes,yes,4.1,80,"+91 8043757714
+91 8043757715",Indiranagar,Casual Dining,"Chura Paratha, Mocktails, Phirni, Shikanji, Soan Papdi","North Indian, Biryani",1200,Dine-out,Indiranagar,Premium
Pot-O-Noodles,no,no,4.5,60,080 43747204,Indiranagar,Casual Dining,"Ramen, Noodles, Gyoza, Rolls, Dumplings, Wasabi Ice Cream, Lime Mojito","Chinese, Asian, Japanese",800,Dine-out,Indiranagar,Premium
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,yes,no,4.0,84,"080 43721095
+91 7012633816",Indiranagar,Cafe,"Burgers, Pasta, Chicken Wings, Chicken Popcorn, Chicken Burger, Cheese Corn Balls","Fast Food, Cafe",450,Dine-out,Indiranagar,Mid
Tunday Kababi,yes,no,3.8,721,+91 9739583030,Indiranagar,Casual Dining,"Tandoori Chicken, Galauti Kebab, Mughlai Paratha, Kheer, Mutton Biryani, Rolls, Rumali Roti","North Indian, Rolls, Kebab",500,Dine-out,Indiranagar,Mid
Zaica Dine & Wine,yes,yes,4.0,1013,"+91 9731333833
080 41201745",Indiranagar,Casual Dining,"Chocolate Pani Puri, Butter Chicken, Gajar Halwa, Keema Pav, Mocktails, Raj Kachori, Biryani",North Indian,1200,Dine-out,Indiranagar,Premium
Annapoorani,no,no,3.9,434,"080 25252288
+91 9845044470",Indiranagar,Casual Dining,"Filter Coffee, Deluxe Thali, Jolada Rotti, Ghee Roast Dosa, Pongal, Idiyappam, Akki Rottis",South Indian,500,Dine-out,Indiranagar,Mid
Viceroy's Sarathi,yes,no,3.8,137,"080 25256162
+91 9449890148",Indiranagar,"Casual Dining, Bar","Sea Food, Neer Dosa, Murgh Ghee Roast, Chicken Sukha, Beer, Butter Chicken, Fish Masala Fry","North Indian, Chinese",750,Dine-out,Indiranagar,Premium
Jimi's Beer Cafe,no,yes,3.9,815,"+91 8892607344
080 25203879",Indiranagar,Bar,"Beer, Beef Steak, Potato Wedges, Burgers, Nachos, Chilli Pork, Masala Peanuts","American, North Indian, Chinese",1700,Dine-out,Indiranagar,Premium
Srinathji's,yes,yes,3.6,592,"+91 8105886845
+91 9110651171",Indiranagar,Casual Dining,"Palak Khichdi, Hyderabadi Biryani, Seekh Kebab, Chole, Naan, Chaat, Fries","Biryani, Chinese, Continental, North Indian, Pizza",850,Dine-out,Indiranagar,Premium
Django,yes,yes,4.0,210,"+91 7618789640
+91 7618789641",Indiranagar,Cafe,"Burgers, Pizza, Coffee, Peri Peri Chicken Wings, Beef Burger, Mango Salad, Chicken Burger","Cafe, Italian, Pizza, Burger, Beverages",800,Dine-out,Indiranagar,Premium
Bflat Bar,no,yes,3.9,854,"+91 9591126639
+91 8170086848",Indiranagar,Lounge,"Biryani, Cocktails, Mushroom Pasta, Dragon Chicken, Beer, Noodles, Steak","North Indian, Chinese, Continental, Bengali",1600,Dine-out,Indiranagar,Premium
Tata Cha,yes,no,3.9,661,18001208242,Indiranagar,Cafe,"Poha, Masala Tea, Hot Chocolate, Gulkand Chai, Kadak Chai, Iced Peach Tea, Bun Maskas","Cafe, Tea, North Indian",500,Dine-out,Indiranagar,Mid
Bootlegger,no,yes,4.0,601,+91 8025200099,Indiranagar,Lounge,"Cocktails, Pasta, Chilli Pork, Beer, Beetroot Burger, Chicken Nachos, Pepperoni Pizza","Continental, Steak",1800,Dine-out,Indiranagar,Premium
Raaga,yes,yes,3.8,297,"080 25250235
+91 9341217011",Indiranagar,Casual Dining,"Panner Tikka, Gajar Ka Halwa, Chicken Biryani, Thali, Lunch Buffet, Raita, Tandoori Aloo","North Indian, Chinese, Continental",1200,Dine-out,Indiranagar,Premium
Just Khao Suey,yes,no,4.1,176,+91 9606097395,Indiranagar,Casual Dining,"Noodles, Burmese Khao Suey, Chocolate Mousse, Coconut Souffle, Veg Momos, Chicken Khao Suey, Noodle Soup",Burmese,600,Dine-out,Indiranagar,Mid
Salt Mango Tree,yes,yes,4.1,243,080 49652959,Indiranagar,Casual Dining,"Kerala Parotta, Appam, Buttermilk, Biryani, Chicken Fry, Beef Fry, Fish Curry",Kerala,800,Dine-out,Indiranagar,Premium
The Mad Teapot,no,yes,4.1,289,080 40931683,Indiranagar,Cafe,"Tea, Pasta, Sandwiches, Hot Chocolate, Sandwich, Pizza, Spaghetti",Cafe,850,Dine-out,Indiranagar,Premium
UTHRA,no,yes,4.0,103,"+91 9113857553
080 48667065",Indiranagar,Casual Dining,"Kulfi, Mocktails, Dahipuri, Roti","North Indian, Modern Indian",800,Dine-out,Indiranagar,Premium
New Punjabi Hotel,no,no,3.7,123,080 41155177,Indiranagar,Quick Bites,"Tandoori Chicken, Aloo Paratha, Chicken Curry, Butter Naan, Paneer Bhurji","North Indian, Chinese",350,Dine-out,Indiranagar,Mid
Grubhouse,yes,no,4.1,332,080 40999721,Indiranagar,"Casual Dining, Cafe","Burgers, Pasta, Caramel Custard, Crispy Corn, Mutton Curry, Lemonade, Fries","Continental, Cafe, Steak",800,Dine-out,Indiranagar,Premium
Doff Pub and Lounge,no,yes,4.1,1341,"+91 7996604540
+91 7020190128",Indiranagar,Lounge,"Beer, Cocktails, Pasta, Chicken Lollipop, Jalapeno Cheeseballs, Nachos, Chicken Fingers","Continental, American, Pizza, North Indian, Chinese, Finger Food, Asian, Thai",1500,Dine-out,Indiranagar,Premium
Thai House,yes,no,4.2,224,080 48658489,Indiranagar,Casual Dining,"Papaya Salad, Tom Yum Soup, Pad Thai, Thai Spice, Sea Food, Thai Green Curry, Bubble Tea",Thai,800,Dine-out,Indiranagar,Premium
Gokul Kuteera,yes,no,3.9,257,"080 41161178
080 25200941",Indiranagar,Casual Dining,"Manchow Soup, Spring Roll, Masala Papad, Curd Rice, Malai Kofta, Roti, Thali","North Indian, Chinese, South Indian",650,Dine-out,Indiranagar,Mid
Singh Saab,yes,no,3.7,243,"+91 9686193958
+91 9686193957",Indiranagar,Casual Dining,"Butter Chicken, Chaach, Paratha, Tandoori Chicken, Biryani, Dal Makhani, Kulcha",North Indian,850,Dine-out,Indiranagar,Premium
Chung's Chinese Corner,yes,no,2.7,283,"080 25250500
080 25214749",Indiranagar,Casual Dining,"Chicken Noodle, Rice Noodles, Dragon Rolls, American Chopsuey, Fried Rice Chicken, Chowmein, Clear Chicken Soup",Chinese,700,Dine-out,Indiranagar,Mid
Regulars Pub & Grub,no,yes,3.8,263,"080 25217428
080 25217429",Indiranagar,"Pub, Casual Dining","Beer, Masala Papad, Beef Fry, Paneer Tikka, Nachos, Murgh Ghee Roast, Chicken Pizza","Continental, South Indian, Mangalorean, Chinese, North Indian, Seafood",1000,Dine-out,Indiranagar,Premium
Nakkshatra,no,yes,3.9,79,"080 50925666
080 42800999",Indiranagar,Casual Dining,"Paan Shot, Carrot Halwa, Apple Jalebi, Andhra Meal, Dal Makhani, Mutton Roganjosh, Gajar Ka Halwa","North Indian, Andhra",1100,Dine-out,Indiranagar,Premium
